init term cap len fft B Power speed toll type ;
5100.0 606.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
5169.0 2706.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5169.0 7035.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5169.0 6079.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5169.0 3079.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5195.0 2642.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
5195.0 148.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5195.0 6062.0 2400.0 0.07 0.28 0.15 4 15.0 0 1 0
5219.0 8304.0 1200.0 0.05 0.15 0.15 4 20.0 0 1 0
5219.0 7798.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5275.0 873.0 1200.0 0.05 0.15 0.15 4 20.0 0 1 0
5275.0 2660.0 2400.0 0.09 0.26999999999999996 0.15 4 20.0 0 1 0
5275.0 429.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5292.0 2225.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5292.0 3491.0 8400.0 0.05 0.3 0.15 4 10.0 0 1 0
5292.0 7526.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
5362.0 1356.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
5362.0 6310.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5381.0 2169.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5381.0 3858.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
5401.0 5785.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5401.0 3436.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
5401.0 4223.0 2400.0 0.07 0.28 0.15 4 15.0 0 1 0
5407.0 6205.0 3600.0 0.060000000000000005 0.14400000000000002 0.15 4 25.0 0 1 0
5407.0 6559.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5412.0 6929.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
5412.0 7810.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
5412.0 8004.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5412.0 7044.0 3600.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5513.0 3838.0 2400.0 0.08 0.192 0.15 4 25.0 0 1 0
5518.0 2690.0 1200.0 0.07 0.28 0.15 4 15.0 0 1 0
5518.0 5003.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5518.0 4462.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5559.0 1929.0 8400.0 0.05 0.3 0.15 4 10.0 0 1 0
5559.0 2411.0 8400.0 0.05 0.3 0.15 4 10.0 0 1 0
5570.0 1705.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
5570.0 1627.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5570.0 6525.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
5597.0 7841.0 2400.0 0.05 0.06666666666666667 0.15 4 45.0 0 1 0
5610.0 3673.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
5610.0 7250.0 2400.0 0.07 0.28 0.15 4 15.0 0 1 0
5662.0 429.0 1200.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
5711.0 2864.0 2400.0 0.07 0.08400000000000002 0.15 4 50.0 0 1 0
5727.0 7464.0 1200.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
5727.0 3281.0 2400.0 0.060000000000000005 0.07200000000000001 0.15 4 50.0 0 1 0
5785.0 5401.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5785.0 8394.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5785.0 6525.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5785.0 2706.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5895.0 156.0 2400.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
5895.0 5597.0 2400.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
5895.0 4261.0 1200.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
5911.0 3075.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5911.0 1430.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5911.0 6251.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5911.0 3407.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
5920.0 7826.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5920.0 4774.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
5962.0 3106.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
5962.0 3051.0 1200.0 0.07 0.21000000000000002 0.15 4 20.0 0 1 0
5962.0 973.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6038.0 7526.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6038.0 4895.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
6062.0 6772.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
6062.0 7798.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
6079.0 5169.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6079.0 3257.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
6079.0 1910.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
6079.0 1705.0 2400.0 0.07 0.21000000000000002 0.15 4 20.0 0 1 0
6158.0 8209.0 2400.0 0.060000000000000005 0.07200000000000001 0.15 4 50.0 0 1 0
6198.0 3436.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
6198.0 3173.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6198.0 3790.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
6205.0 7379.0 3600.0 0.060000000000000005 0.14400000000000002 0.15 4 25.0 0 1 0
6217.0 2225.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6217.0 4458.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6251.0 7596.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6251.0 494.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
6251.0 5911.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
6260.0 3568.0 2400.0 0.07 0.21000000000000002 0.15 4 20.0 0 1 0
6260.0 7185.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
6260.0 7106.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6260.0 1529.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
6303.0 4458.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
6310.0 3568.0 2400.0 0.07 0.21000000000000002 0.15 4 20.0 0 1 0
6310.0 6490.0 1200.0 0.07 0.28 0.15 4 15.0 0 1 0
6310.0 1374.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6313.0 2809.0 2400.0 0.08 0.24 0.15 4 20.0 0 1 0
6353.0 156.0 1200.0 0.05 0.06666666666666667 0.15 4 45.0 0 1 0
6490.0 7185.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
6490.0 862.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
6525.0 5785.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6525.0 5570.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6525.0 746.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6525.0 3126.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6559.0 7810.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6559.0 7957.0 2400.0 0.060000000000000005 0.14400000000000002 0.15 4 25.0 0 1 0
6559.0 5407.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
6619.0 1451.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
6619.0 164.0 2400.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
6619.0 4942.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
6654.0 1496.0 1200.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
6654.0 6353.0 1200.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
6654.0 2694.0 2400.0 0.09 0.26999999999999996 0.15 4 20.0 0 1 0
6735.0 2225.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
6735.0 3491.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
6772.0 8304.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
6772.0 723.0 2400.0 0.07 0.21000000000000002 0.15 4 20.0 0 1 0
6772.0 148.0 2400.0 0.07 0.21000000000000002 0.15 4 20.0 0 1 0
6833.0 2667.0 2400.0 0.08 0.10666666666666667 0.15 4 45.0 0 1 0
6833.0 429.0 1200.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
6929.0 5412.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
6929.0 2757.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
6929.0 4062.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
7007.0 3552.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7007.0 3018.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7007.0 2757.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7035.0 1929.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7035.0 5518.0 1200.0 0.07 0.28 0.15 4 15.0 0 1 0
7035.0 1910.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7044.0 5412.0 3600.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7044.0 4774.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
7044.0 3038.0 3600.0 0.05 0.2 0.15 4 15.0 0 1 0
7091.0 2369.0 3600.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
7091.0 7389.0 2400.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
7091.0 5895.0 2400.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
7100.0 8266.0 2400.0 0.08 0.32 0.15 4 15.0 0 1 0
7100.0 1031.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7106.0 6260.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7106.0 486.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7115.0 2369.0 1200.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
7115.0 5219.0 2400.0 0.08 0.10666666666666667 0.15 4 45.0 0 1 0
7115.0 164.0 2400.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
7121.0 179.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7121.0 4062.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
7121.0 4382.0 2400.0 0.05 0.06666666666666667 0.15 4 45.0 0 1 0
7185.0 6490.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
7185.0 6260.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
7185.0 4831.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
7239.0 3272.0 8400.0 0.05 0.3 0.15 4 10.0 0 1 0
7239.0 4136.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7239.0 7579.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7250.0 5610.0 2400.0 0.07 0.28 0.15 4 15.0 0 1 0
7250.0 4942.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7250.0 1511.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7282.0 8351.0 3600.0 0.13 0.156 0.15 4 50.0 0 1 0
7284.0 3051.0 1200.0 0.05 0.15 0.15 4 20.0 0 1 0
7284.0 862.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
7284.0 3503.0 1200.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7292.0 7601.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7292.0 4178.0 3600.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7292.0 431.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7292.0 4895.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7309.0 7841.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7309.0 5100.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
7309.0 431.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7327.0 1472.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7327.0 1529.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7327.0 70.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7351.0 2560.0 8400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7351.0 1257.0 2400.0 0.07 0.16800000000000004 0.15 4 25.0 0 1 0
7379.0 1275.0 1200.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7379.0 765.0 1200.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7389.0 7250.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7389.0 4942.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7464.0 8209.0 1200.0 0.060000000000000005 0.07200000000000001 0.15 4 50.0 0 1 0
7464.0 486.0 1200.0 0.05 0.06 0.15 4 50.0 0 1 0
7526.0 7601.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7550.0 3683.0 2400.0 0.05 0.06 0.15 4 50.0 0 1 0
7550.0 685.0 1200.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
7551.0 2984.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7551.0 3568.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7551.0 5362.0 2400.0 0.07 0.28 0.15 4 15.0 0 1 0
7552.0 4827.0 1200.0 0.060000000000000005 0.07200000000000001 0.15 4 50.0 0 1 0
7552.0 3429.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7573.0 5920.0 1200.0 0.05 0.15 0.15 4 20.0 0 1 0
7573.0 4400.0 1200.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
7579.0 7239.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7579.0 5381.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7579.0 2639.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7585.0 5597.0 1200.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
7585.0 4261.0 1200.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
7596.0 2809.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7596.0 6251.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7596.0 477.0 2400.0 0.07 0.28 0.15 4 15.0 0 1 0
7601.0 1890.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7601.0 7292.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7608.0 3838.0 2400.0 0.08 0.192 0.15 4 25.0 0 1 0
7608.0 5407.0 2400.0 0.060000000000000005 0.14400000000000002 0.15 4 25.0 0 1 0
7623.0 1031.0 2400.0 0.060000000000000005 0.14400000000000002 0.15 4 25.0 0 1 0
7688.0 1890.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7688.0 708.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7700.0 5195.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7700.0 708.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7786.0 3429.0 1200.0 0.060000000000000005 0.07200000000000001 0.15 4 50.0 0 1 0
7786.0 5727.0 2400.0 0.07 0.08400000000000002 0.15 4 50.0 0 1 0
7798.0 4204.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7798.0 6062.0 1200.0 0.05 0.2 0.15 4 15.0 0 1 0
7810.0 5412.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7810.0 6559.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
7826.0 8116.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7826.0 4774.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
7841.0 7596.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7841.0 7309.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
7841.0 4806.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7891.0 7786.0 2400.0 0.09 0.15428571428571428 0.15 4 35.0 0 1 0
7957.0 2666.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
7957.0 7327.0 3600.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
8004.0 5412.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8004.0 4062.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
8004.0 4567.0 3600.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8094.0 3272.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
8094.0 7579.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
8116.0 7826.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
8116.0 1910.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8116.0 3038.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
8116.0 1706.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8209.0 4827.0 2400.0 0.07 0.08400000000000002 0.15 4 50.0 0 1 0
8233.0 3106.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
8233.0 2451.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
8233.0 2639.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
8233.0 3503.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
8246.0 2169.0 2400.0 0.05 0.2 0.15 4 15.0 0 1 0
8246.0 3858.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8255.0 3093.0 8400.0 0.07 0.28 0.15 4 15.0 0 1 0
8255.0 4567.0 1200.0 0.07 0.16800000000000004 0.15 4 25.0 0 1 0
8266.0 746.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8266.0 7100.0 1200.0 0.08 0.32 0.15 4 15.0 0 1 0
8287.0 4739.0 2400.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8287.0 4822.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
8287.0 2422.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
8296.0 5920.0 2400.0 0.060000000000000005 0.18 0.15 4 20.0 0 1 0
8296.0 2771.0 1200.0 0.060000000000000005 0.08000000000000002 0.15 4 45.0 0 1 0
8304.0 859.0 1200.0 0.07 0.09333333333333334 0.15 4 45.0 0 1 0
8304.0 6772.0 2400.0 0.05 0.15 0.15 4 20.0 0 1 0
8304.0 5219.0 1200.0 0.05 0.15 0.15 4 20.0 0 1 0
8351.0 904.0 1200.0 0.060000000000000005 0.07200000000000001 0.15 4 50.0 0 1 0
8351.0 6833.0 3600.0 0.08 0.10666666666666667 0.15 4 45.0 0 1 0
8394.0 5785.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
8394.0 3436.0 8400.0 0.060000000000000005 0.36 0.15 4 10.0 0 1 0
8394.0 3790.0 1200.0 0.060000000000000005 0.24 0.15 4 15.0 0 1 0
